8.933852386474609375e+01,9.368980407714843750e+01,1.147209625244140625e+02,6.613172912597656250e+01,1.589589233398437500e+02,5.815439224243164062e+01,1.299504241943359375e+02,3.277195358276367188e+01,6.613172912597656250e+01,2.551983070373535156e+01,9.949150085449218750e+01,4.727620315551757812e+01,5.597875213623046875e+01,4.800141525268554688e+01,4.000000000000000000e+00,8.000000000000000000e+00
8.933852386474609375e+01,9.296459197998046875e+01,1.147209625244140625e+02,6.613172912597656250e+01,1.589589233398437500e+02,5.815439224243164062e+01,1.299504241943359375e+02,3.277195358276367188e+01,6.758215332031250000e+01,2.551983070373535156e+01,9.949150085449218750e+01,4.727620315551757812e+01,5.597875213623046875e+01,4.800141525268554688e+01,4.000000000000000000e+00,8.000000000000000000e+00
8.933852386474609375e+01,9.659065246582031250e+01,1.147209625244140625e+02,6.540651702880859375e+01,1.589589233398437500e+02,5.815439224243164062e+01,1.299504241943359375e+02,3.277195358276367188e+01,7.483427429199218750e+01,2.551983070373535156e+01,1.103696899414062500e+02,4.727620315551757812e+01,5.597875213623046875e+01,4.800141525268554688e+01,4.000000000000000000e+00,8.000000000000000000e+00
8.933852386474609375e+01,8.861331176757812500e+01,1.125453262329101562e+02,7.048300170898437500e+01,1.589589233398437500e+02,5.815439224243164062e+01,1.299504241943359375e+02,3.277195358276367188e+01,7.483427429199218750e+01,3.132152938842773438e+01,1.103696899414062500e+02,4.727620315551757812e+01,5.597875213623046875e+01,4.800141525268554688e+01,4.000000000000000000e+00,8.000000000000000000e+00
8.933852386474609375e+01,8.208640289306640625e+01,1.125453262329101562e+02,6.540651702880859375e+01,1.640354156494140625e+02,5.452832794189453125e+01,1.299504241943359375e+02,3.277195358276367188e+01,7.265863800048828125e+01,1.826770591735839844e+01,1.125453262329101562e+02,4.582577896118164062e+01,5.670396423339843750e+01,4.800141525268554688e+01,4.000000000000000000e+00,8.000000000000000000e+00
8.933852386474609375e+01,7.252735900878906250e+01,1.054173736572265625e+02,6.307743072509765625e+01,1.480807342529296875e+02,5.452832794189453125e+01,1.299504241943359375e+02,3.277195358276367188e+01,5.259965515136718750e+01,-1.018600240349769592e-01,1.092992172241210938e+02,1.971813011169433594e+01,5.670396423339843750e+01,4.800141525268554688e+01,4.000000000000000000e+00,8.000000000000000000e+00
8.933852386474609375e+01,6.758215332031250000e+01,9.586544036865234375e+01,6.178045272827148438e+01,1.379277648925781250e+02,5.525354003906250000e+01,1.241487274169921875e+02,3.277195358276367188e+01,5.380311584472656250e+01,4.488668441772460938e+00,1.038427734375000000e+02,1.536685562133789062e+01,5.597875213623046875e+01,4.002407836914062500e+01,4.000000000000000000e+00,8.000000000000000000e+00
8.933852386474609375e+01,7.846034240722656250e+01,9.876628875732421875e+01,6.758215332031250000e+01,1.335764923095703125e+02,5.525354003906250000e+01,1.241487274169921875e+02,3.277195358276367188e+01,5.670396423339843750e+01,1.391643047332763672e+01,1.016671371459960938e+02,1.464164352416992188e+01,5.597875213623046875e+01,4.002407836914062500e+01,4.000000000000000000e+00,8.000000000000000000e+00
8.933852386474609375e+01,1.016671371459960938e+02,1.052931976318359375e+02,6.758215332031250000e+01,1.422790374755859375e+02,5.525354003906250000e+01,1.241487274169921875e+02,3.277195358276367188e+01,9.078894805908203125e+01,2.044334220886230469e+01,1.016671371459960938e+02,1.174079322814941406e+01,5.597875213623046875e+01,4.002407836914062500e+01,4.000000000000000000e+00,8.000000000000000000e+00
8.933852386474609375e+01,9.731586456298828125e+01,1.052931976318359375e+02,6.323087692260742188e+01,1.422790374755859375e+02,5.525354003906250000e+01,1.241487274169921875e+02,3.277195358276367188e+01,1.205226593017578125e+02,2.044334220886230469e+01,1.096444778442382812e+02,1.174079322814941406e+01,5.597875213623046875e+01,4.002407836914062500e+01,4.000000000000000000e+00,8.000000000000000000e+00
