1.406649319805000005e+02,3.931925929540000908e+01,1.205455816330000118e+02,1.049168142290000105e+02,1.532001805655000055e+02,8.779001203185001145e+01,1.014787603995000040e+02,1.023987916184999989e+02,1.566747388994999994e+02,1.118405598125000040e+02,1.172315176554999994e+02,7.462827652830000602e+01,1.593563509554999769e+02,7.765791963839998857e+01
1.395400684845000114e+02,3.909812607050000111e+01,1.192601095735000030e+02,1.053012914345000013e+02,1.528746990285000038e+02,8.808383804199999645e+01,1.017244503299999963e+02,1.027621495380000027e+02,1.570903857619999826e+02,1.120868148765000001e+02,1.169253210709999991e+02,7.461728776649999872e+01,1.600094275959999948e+02,7.776337570149999578e+01
1.384058312555000043e+02,3.928016773740000644e+01,1.179507962810000095e+02,1.058421716519999904e+02,1.524808435710000083e+02,8.863515354119999756e+01,1.020791285170000009e+02,1.033697969585000038e+02,1.572988050509999880e+02,1.127758395015000019e+02,1.166482084854999925e+02,7.502340783524999779e+01,1.604682331949999821e+02,7.824001923974999784e+01
1.372192589720000058e+02,3.924752867369999620e+01,1.166507317570000026e+02,1.059925144285000016e+02,1.520814911825000024e+02,8.892271275990000845e+01,1.024150939765000032e+02,1.037438940000000116e+02,1.573878543195000077e+02,1.133552883959999917e+02,1.163050456735000040e+02,7.530072327844999336e+01,1.607906804859999852e+02,7.856727705944999229e+01
1.360333223334999957e+02,3.927181532765000327e+01,1.154832797770000070e+02,1.058101830090000135e+02,1.514858187350000094e+02,8.909823314164999886e+01,1.027849590440000043e+02,1.039158037800000045e+02,1.574361966245000133e+02,1.137369186064999980e+02,1.159333709349999992e+02,7.554438665315001344e+01,1.609056585585000221e+02,7.879283229455000992e+01
1.349053873430000010e+02,3.928234623515000123e+01,1.143398200795000008e+02,1.053307623110000009e+02,1.506948865214999955e+02,8.911100611655000137e+01,1.031954952055000092e+02,1.038143838109999990e+02,1.574618870385000093e+02,1.139135347364999973e+02,1.155342809949999889e+02,7.565779314650001197e+01,1.607880452450000064e+02,7.888699025210000570e+01
1.336083043285000258e+02,3.895994306020001119e+01,1.131310411755000018e+02,1.043621034784999893e+02,1.497348254485000041e+02,8.859600315725000996e+01,1.036286823410000011e+02,1.031116052650000086e+02,1.574516689559999918e+02,1.135632937174999881e+02,1.151279087180000005e+02,7.529066337730000669e+01,1.604693709565000006e+02,7.850716918960000612e+01
1.321191713974999971e+02,3.909176838829999667e+01,1.119150478064999987e+02,1.037289121505000082e+02,1.486522604615000205e+02,8.829893080770000324e+01,1.041315816540000014e+02,1.025575705834999951e+02,1.573932109200000014e+02,1.134253111605000015e+02,1.146925462020000026e+02,7.524208977224999728e+01,1.599759150625000075e+02,7.838087307690000216e+01
1.305561348415000111e+02,3.936892627355000229e+01,1.108183584555000039e+02,1.033748319249999952e+02,1.474968243234999932e+02,8.812232556805000172e+01,1.046763565655000008e+02,1.021364775074999898e+02,1.572587873955000077e+02,1.134289188765000063e+02,1.141558668449999914e+02,7.535803668619999485e+01,1.593319255805000125e+02,7.837074043715000471e+01
1.293123424270000044e+02,3.935132912460000654e+01,1.099966522269999984e+02,1.028103255334999915e+02,1.464167601089999948e+02,8.756957268490000956e+01,1.054962522874999991e+02,1.014700150200000053e+02,1.571636592719999896e+02,1.130127093444999957e+02,1.137624775540000002e+02,7.519532356089999325e+01,1.587129729640000164e+02,7.800973232524999901e+01
